age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,earliest_credit_account_age_days,days_recent_trade_activity,delinquency_group
29,New York,Banker,6530,756.0,1,0,1,1.2108218394157677,0,27052.30968394652,17066.88028833153,0.0,0,3,0,0,0,0,1,1335,2707,400,Normal
26,Dallas,Banker,9111,358.0,106,0,2,2.025270698760735,1,25767.095167523254,10847.51316739153,3.0,1,4,1,1,1,0,1,335,2192,274,High
27,Houston,Teacher,43090,488.0,0,0,1,1.5188466015734263,1,12564.99334369744,30352.353060193185,4.0,2,3,1,1,1,0,0,1162,2209,360,Normal
24,Boston,Banker,3768,442.0,104,1,3,1.8741147065803985,0,6147.317037282589,1895.3429246741955,3.0,2,4,1,1,1,0,0,1553,1147,151,High
63,Dallas,Banker,9397,806.0,0,1,1,1.2552323356923183,0,70539.52182658309,46402.75831420051,0.0,0,0,0,0,0,0,0,291,3360,126,Normal
30,Houston,Accountant,36110,504.0,116,1,3,1.461392501747744,0,29213.09773339128,8922.965681346886,4.0,2,2,1,1,1,0,0,974,1686,326,High
26,Boston,Doctor,93721,682.0,0,0,1,0.9552823638327408,0,52870.06898359216,48369.412023183344,0.0,0,0,0,0,0,0,0,312,960,368,Normal
67,New York,Other,4077,778.0,1,0,1,1.4966153177330122,0,70237.10422475013,49110.67720113872,0.0,0,0,1,0,1,0,0,702,3214,228,Normal
44,Los Angeles,Banker,5358,732.0,0,0,1,0.7001951726538416,1,16518.159041338437,30352.353060193185,0.0,0,0,0,0,0,0,0,1267,251,188,Normal
19,Miami,Accountant,32480,440.0,99,1,10,2.1576521995088207,1,38646.11835756885,9381.676473773496,3.0,1,4,0,1,1,0,0,1215,1930,122,High
46,Atlanta,Lawyer,58335,534.0,107,1,3,3.167782865,1,32219.89007054382,6477.92414056588,4.0,1,1,0,0,0,0,1,1738,2484,88,High
54,Houston,Consultant,15020,704.0,0,0,1,1.6012750504025683,0,61057.88524782445,39580.364903760616,0.0,0,0,1,0,0,0,0,518,3141,245,Normal
36,Seattle,Lawyer,23452,676.0,1,0,1,1.203798029830101,0,15321.594478839486,12774.991647721092,0.0,0,0,0,0,0,0,0,241,1209,142,Normal
62,Dallas,Accountant,27365,685.0,0,0,1,1.1729334781431051,0,63112.96698,50406.35871963254,0.0,0,0,1,0,0,0,0,832,1418,72,Normal
18,Dallas,Other,4057,542.0,94,1,7,1.6994266093759864,0,46427.25355307534,9339.267348921538,3.0,1,2,1,1,1,0,1,1424,2324,211,High
39,San Francisco,Accountant,27762,750.0,0,0,1,1.3176126367533232,0,87023.52941,74865.62722356785,0.0,0,0,1,0,0,0,0,183,2375,269,Normal
69,Atlanta,Teacher,31545,750.0,0,0,1,0.8656460718635067,1,60519.99871084213,37565.31687220932,0.0,0,3,0,0,0,0,1,1608,2787,222,Normal
34,Dallas,Doctor,61099,743.0,23,0,1,1.0539117408618035,0,42149.02296,31312.56360185034,0.0,0,0,0,0,0,0,0,576,1438,99,Normal
24,San Francisco,Accountant,45654,768.0,0,0,1,1.401397130998915,1,31569.920250416584,28352.648450854136,0.0,0,0,0,0,0,0,0,1522,3468,383,Normal
62,Boston,Engineer,83695,661.0,0,0,1,1.5236045355923844,0,82239.44185398065,59545.78266972048,0.0,0,0,0,0,0,0,0,1519,3435,333,Normal
21,Miami,Other,2125,793.0,0,0,1,1.5443062508054295,0,73457.10149775867,58209.78347366161,0.0,0,0,0,1,1,0,0,1513,294,42,Normal
53,Miami,Other,9986,649.0,0,0,1,0.9887983141371643,0,101442.56585653896,66772.14498748824,0.0,0,0,0,0,0,1,0,1387,903,405,Normal
23,Miami,Artist,14794,640.0,0,1,1,0.9613695384591432,0,62351.95488,60287.22742,0.0,0,0,0,0,0,0,0,466,1801,365,Normal
36,Los Angeles,Teacher,54109,802.0,0,0,1,1.1876421443467349,0,89658.58441422196,66379.19578235802,0.0,0,0,0,0,0,0,0,1606,1279,256,Normal
61,Houston,Teacher,56770,485.0,112,1,7,0.7777001104910768,1,47025.49112636183,11990.094325317034,3.0,2,4,1,1,0,1,0,1575,1431,402,High
56,Los Angeles,Other,5567,757.0,0,0,1,1.0672311494065267,0,101520.59685737864,61349.43252070169,0.0,0,4,0,0,1,0,1,946,360,284,Normal
44,Dallas,Accountant,33114,772.0,0,0,1,1.122987771,0,86044.75050314332,30352.353060193185,0.0,0,0,0,0,1,0,0,951,3595,143,Normal
36,Houston,Accountant,53301,698.0,0,0,1,0.990757098913614,0,23442.381615381262,18538.47393462306,0.0,0,0,0,0,1,0,0,1746,1063,251,Normal
56,Boston,Accountant,19750,337.0,97,1,5,2.0073894893093125,1,45569.75659067143,21687.62895476829,4.0,2,3,0,1,1,1,0,1211,221,108,High
20,Miami,Banker,6839,443.0,109,0,3,1.2847204176397995,0,5688.507543689549,2075.204749065314,4.0,2,4,1,0,1,0,1,1474,3438,277,High
62,Boston,Consultant,13860,684.0,0,0,1,1.102028712515528,0,64964.99249175232,46212.67904,0.0,0,0,1,0,0,0,0,1738,614,77,Normal
67,Seattle,Teacher,45372,778.0,0,0,1,2.278221719600368,0,77344.27577923393,50857.62585562252,0.0,0,3,0,0,0,1,0,898,333,233,Normal
45,Miami,Other,8419,394.0,112,1,2,0.9906667102035944,0,8909.786407998214,1852.5303573285653,3.0,1,4,0,1,1,0,0,843,3408,192,High
37,Los Angeles,Software Developer,67117,713.0,5,0,1,1.8049442167020189,0,22868.558104852043,17052.322400438705,0.0,0,0,0,0,0,0,0,1083,3534,300,Normal
25,Atlanta,Artist,36857,719.0,0,0,1,0.9157729058611266,0,22927.700842147835,17185.052500054488,0.0,0,0,0,0,0,1,0,700,3641,348,Normal
56,Miami,Consultant,53456,409.0,0,0,1,0.5700519290363789,0,71092.32063613927,53815.145609715866,3.0,2,4,0,1,1,0,0,1824,1383,138,Normal
18,Chicago,Other,8292,706.0,0,0,1,1.0168850661723308,0,57598.048006877536,48036.39353592858,0.0,0,0,0,0,0,0,1,674,2946,65,Normal
30,New York,Accountant,44955,583.0,101,1,3,1.840332302145688,1,7587.096440528562,1654.2075362980363,4.0,2,1,1,1,0,0,0,1606,983,127,High
45,Dallas,Banker,5806,717.0,0,1,1,0.732191576,0,18837.860599414707,16399.68998922533,0.0,0,3,0,0,0,0,1,911,3175,170,Normal
74,Chicago,Banker,4264,461.0,93,1,5,2.474825006297019,0,16020.557430268766,7591.552090554849,4.0,2,3,1,1,0,0,1,702,1416,400,High
42,New York,Other,6207,519.0,49,0,4,1.953499258501777,0,13456.357475363598,9640.150779156977,2.0,1,1,1,0,0,0,0,406,3021,384,Normal
73,New York,Engineer,69752,784.0,1,1,1,0.6598303237715054,0,37502.82921517557,28148.136055683684,0.0,0,0,0,0,0,0,1,1599,967,87,Normal
55,Miami,Artist,21020,592.0,0,0,1,1.6532281271316338,0,85006.10910340399,55621.05729832807,2.0,1,2,0,0,0,0,0,414,3333,213,Normal
70,Chicago,Other,6602,727.0,5,1,1,0.971363756409496,0,69316.81451504698,41613.16233008087,0.0,0,0,0,0,0,0,1,1792,1679,303,Normal
23,Los Angeles,Artist,9241,556.0,3,0,1,1.2697863389964452,0,42692.95095,38152.83511885161,2.0,0,1,0,0,0,0,0,1791,2005,215,Normal
61,Los Angeles,Other,6037,607.0,39,1,2,1.5567159071823216,0,18399.345972319832,13601.395748879217,2.0,0,0,1,0,0,0,1,976,1222,277,Normal
62,New York,Engineer,15640,556.0,0,0,1,1.1699436728557822,0,37193.463939613095,26701.567692458422,2.0,1,1,1,1,1,0,1,1245,880,322,Normal
49,Seattle,Software Developer,74395,632.0,0,0,1,1.6821175541469455,0,72028.40751185204,49525.97729038625,0.0,0,0,0,0,0,0,0,1197,3516,324,Normal
62,Miami,Banker,5942,629.0,0,0,1,1.0270812809824723,0,52360.998849115815,33421.52886539904,0.0,0,3,0,0,0,1,1,1335,3030,386,Normal
64,Boston,Other,3574,692.0,0,0,1,0.9441685377775948,0,51538.65515978671,50409.45571528599,0.0,0,0,0,0,1,0,0,594,3668,89,Normal
38,Boston,Other,4634,674.0,0,0,1,1.6240641890393228,1,55475.66717802332,51972.13384293761,0.0,0,0,0,0,0,0,0,316,1426,293,Normal
33,Boston,Teacher,29582,748.0,0,0,1,1.1116888753009342,0,83658.01016868225,30352.353060193185,0.0,0,0,0,0,0,0,0,268,2569,214,Normal
71,San Francisco,Consultant,14680,492.0,107,1,6,1.3194175307609597,0,44495.07547,19393.15141732683,4.0,2,4,0,0,1,0,0,56,1254,193,High
38,Chicago,Accountant,35483,679.0,0,1,1,1.3761946428841636,0,61941.28441360832,57561.78037151988,0.0,0,0,0,0,0,0,0,938,413,200,Normal
28,New York,Engineer,30065,564.0,115,1,3,2.8586727134930525,1,7696.2398948284335,1376.8109622166296,4.0,1,2,1,1,1,0,0,800,3581,332,High
54,Chicago,Accountant,21842,529.0,0,0,1,1.1909462833544535,1,90365.27650781296,67921.32959162057,1.0,1,3,0,0,1,0,1,998,2240,279,Normal
53,Boston,Software Developer,66304,508.0,0,0,1,1.981184388254773,0,28738.81453519501,26834.485731503493,1.0,1,3,0,0,0,0,1,916,336,353,Normal
52,Los Angeles,Other,4131,603.0,116,1,1,2.9321861541207546,1,51754.25807319668,25410.34608048508,4.0,1,0,1,1,0,0,0,780,1464,68,High
37,Atlanta,Banker,5060,666.0,0,0,1,0.8017018916753625,0,106928.46905906704,75700.74852923185,0.0,0,0,1,0,0,0,0,1270,3417,73,Normal
74,Boston,Engineer,70089,518.0,0,0,1,1.3615659288685045,0,40886.518830288456,29133.13440968551,2.0,1,4,0,0,0,0,1,712,1044,273,Normal
64,Seattle,Software Developer,52315,737.0,0,1,1,0.7907251903172463,0,66098.15756941149,44830.532890644376,0.0,0,0,0,0,0,0,0,836,3489,361,Normal
58,New York,Software Developer,49212,439.0,42,0,4,2.1609862667713657,1,17326.74865020099,12614.25438915037,3.0,2,4,0,0,1,1,0,1536,1805,177,Normal
66,Chicago,Teacher,26031,613.0,0,1,1,0.8239606164319169,0,48769.62848387153,28137.643070345974,0.0,0,4,0,0,0,0,1,1066,553,103,Normal
31,Chicago,Doctor,42380,485.0,35,1,1,1.5039951084366507,0,14957.024719797111,10198.33979953952,3.0,1,3,0,1,0,0,0,1283,1080,379,Normal
18,Los Angeles,Accountant,25695,696.0,0,0,1,1.1897078850646945,0,19990.07376018965,11596.483253785853,0.0,0,0,1,0,0,0,0,1015,2992,366,Normal
70,Houston,Artist,16555,447.0,106,1,5,1.8141295978954928,0,34571.89294681802,17579.117349764547,3.0,1,4,1,0,0,1,1,1578,2233,183,High
71,Los Angeles,Other,4016,666.0,0,0,1,1.042491897567124,0,25776.99357110231,15614.197384562754,0.0,0,0,0,0,0,0,0,200,450,181,Normal
71,Dallas,Other,4628,471.0,0,0,1,1.4227613342404004,0,35634.38581098673,24664.90811974059,4.0,2,3,0,0,1,0,0,473,2340,61,Normal
20,Atlanta,Artist,12125,591.0,0,0,1,1.580824713304694,0,86508.84155469976,61352.67255707268,2.0,0,2,0,0,0,0,0,634,2433,340,Normal
74,Seattle,Other,4484,661.0,0,0,1,1.2364726361137783,0,26500.48580620862,24988.55931,0.0,0,0,0,0,0,0,0,536,1798,152,Normal
28,Houston,Teacher,39845,620.0,0,0,1,1.420779067116842,0,31416.204510213505,23126.04797847984,0.0,0,0,0,0,0,1,0,1774,1772,149,Normal
29,Dallas,Retail Worker,19776,555.0,109,0,3,2.282135369912452,1,20723.90208086742,10795.537987724496,4.0,2,3,0,1,0,0,1,298,2034,147,High
27,Seattle,Retail Worker,21926,582.0,0,0,1,1.0222105380854398,0,89792.17834227244,75921.16268775082,2.0,0,1,0,0,0,0,0,871,2789,43,Normal
49,Boston,Retail Worker,12879,669.0,0,0,1,1.614337989362365,0,45026.57475793062,30379.627845034283,0.0,0,0,1,0,0,0,1,415,1612,313,Normal
33,Chicago,Teacher,16455,501.0,0,0,1,1.3208379999658155,0,48910.02077589432,39003.58460509087,2.0,0,2,0,0,0,0,0,929,3038,185,Normal
25,Miami,Consultant,14013,371.0,114,1,4,1.2910590100250636,1,10198.60890370623,2237.776208228889,3.0,2,4,1,1,1,0,1,450,1553,246,High
29,Atlanta,Banker,7465,614.0,0,0,1,1.053126000988853,1,46239.36410071385,35674.22643343264,0.0,0,0,0,0,0,0,0,1332,1164,61,Normal
41,Miami,Banker,55358,745.0,0,0,1,0.6517256988370852,0,27115.639233705147,18421.776062202687,0.0,0,0,0,0,0,1,0,1125,3191,75,Normal
45,Seattle,Teacher,59506,599.0,0,0,1,1.3003205999640643,1,45876.71372049943,38324.640656483294,1.0,0,1,0,0,0,0,0,298,3485,315,Normal
70,Seattle,Other,8965,542.0,103,1,4,1.5302273299398976,1,46655.64545145824,10014.418117497858,3.0,2,1,0,0,0,0,0,1707,3609,235,High
45,Seattle,Other,2562,648.0,0,0,1,1.4549763610201754,0,52989.298574722736,42914.69669563151,0.0,0,0,0,1,0,0,0,1395,3452,342,Normal
53,Los Angeles,Banker,3145,655.0,0,0,1,0.8299761712601902,0,64430.09239070791,63372.70454205463,0.0,0,0,0,1,1,1,0,1640,382,61,Normal
67,Miami,Software Developer,48692,507.0,13,0,1,2.3508328000216623,0,28306.0626945064,18075.840018532217,1.0,1,1,0,0,0,0,0,377,532,176,Normal
45,Los Angeles,Other,6333,752.0,11,0,1,1.477238950970515,0,46032.54465649072,34531.36168666935,0.0,0,0,0,0,0,1,0,888,3599,291,Normal
45,Chicago,Teacher,50720,645.0,0,0,1,0.6089810293205599,0,26936.619575758566,20758.5932213678,0.0,0,0,0,0,0,0,0,245,914,347,Normal
58,Chicago,Engineer,71499,696.0,0,0,1,1.433368407876329,0,90619.12946,73052.65855835093,0.0,0,0,0,0,0,0,0,517,2037,170,Normal
71,Chicago,Other,7706,568.0,0,1,1,1.5404251767428758,0,96035.52470052804,67226.39332528901,2.0,0,1,0,0,1,1,0,209,488,371,Normal
34,New York,Other,8263,655.0,0,0,1,1.4312196788674962,0,31374.343586639545,30621.41921,0.0,0,0,0,0,0,0,0,1522,3409,387,Normal
26,Atlanta,Other,8750,742.0,0,1,1,1.1653517432310465,0,36588.28540554042,28300.81465363515,0.0,0,0,1,0,0,0,0,1776,3284,342,Normal
50,Boston,Other,4815,798.0,0,0,1,1.189078527467531,0,79788.31226621708,57375.45291,0.0,0,0,0,0,0,0,0,598,2486,242,Normal
37,Boston,Retail Worker,7172,680.0,0,0,1,2.5491204612889544,0,48857.772199152605,50053.46824158629,0.0,0,0,0,0,1,0,0,48,1770,252,Normal
30,Miami,Retail Worker,24996,551.0,0,0,1,1.185061881202133,0,19355.40104665932,14556.850019507272,1.0,1,2,0,0,0,0,1,660,1538,331,Normal
45,New York,Accountant,29838,556.0,0,0,1,1.027791602082866,0,37666.969936860725,29428.760298319416,1.0,1,1,0,0,0,0,1,278,1317,46,Normal
63,Boston,Banker,6424,845.0,0,0,1,0.9624460639780424,0,70675.77987793022,52770.38029655382,0.0,0,0,0,0,0,0,0,1641,1286,159,Normal
52,Los Angeles,Teacher,15580,748.0,0,0,1,1.5996956428254476,0,96543.95982,61947.651514687765,0.0,0,0,0,0,0,0,1,149,2052,357,Normal
23,Houston,Retail Worker,18566,622.0,1,0,1,1.2967445726104838,0,67637.29174,52310.64326006488,0.0,0,0,0,0,0,0,0,848,2926,196,Normal
35,Miami,Banker,4027,715.0,0,0,1,1.3697055960267452,0,22952.261707082784,15011.332716129236,0.0,0,0,0,0,1,0,0,1593,1840,295,Normal
68,Seattle,Consultant,15079,327.0,90,1,3,0.7836448720981122,1,20328.79972960806,4016.010104751787,3.0,2,3,1,1,1,0,1,1018,1249,337,High
22,Houston,Consultant,16945,676.0,0,0,1,0.9757197733004944,0,67329.49040095092,47777.750144180165,0.0,0,0,0,1,0,0,0,722,759,294,Normal
64,Atlanta,Banker,2404,806.0,0,0,1,1.1813301049844698,0,90807.20735600364,60202.186996007935,0.0,0,0,0,0,1,0,0,437,3546,54,Normal
42,Los Angeles,Teacher,40150,812.0,0,0,1,1.3768753711968853,0,66178.67588,55522.96596733858,0.0,0,0,0,0,0,0,0,1146,2660,369,Normal
19,Dallas,Banker,8354,624.0,0,1,1,1.135772315709251,0,26589.91161544228,18445.320538554784,0.0,0,3,0,0,0,0,1,1358,579,212,Normal
27,Houston,Teacher,45825,596.0,0,0,1,1.735905287908652,0,70933.39606651546,56675.898775407055,2.0,1,2,0,0,0,0,0,1398,651,376,Normal
73,Chicago,Accountant,30584,711.0,0,0,1,1.5215131162891191,1,69031.46769943245,62737.16363166803,0.0,0,0,0,0,0,1,0,1356,713,397,Normal
47,Miami,Accountant,57760,449.0,95,0,7,2.2334221836453527,0,29729.27720784362,14174.52384923784,4.0,1,3,1,1,0,0,0,788,3116,124,High
67,Chicago,Teacher,18486,750.0,0,0,1,1.0966388220389085,0,27100.306203905133,18588.75827102379,0.0,0,0,0,0,0,0,0,679,2423,71,Normal
62,Los Angeles,Lawyer,61963,813.0,0,0,1,1.631247160294694,0,49733.25452137127,37479.15445795406,0.0,0,0,0,0,0,1,0,520,3488,212,Normal
22,New York,Other,4355,516.0,0,0,1,1.6686913335851905,0,68448.85412559813,56469.50263371589,2.0,1,2,0,0,1,0,0,1762,2518,224,Normal
72,Chicago,Other,8694,509.0,0,0,1,1.0997944858275026,0,52762.20562586647,44420.12802502117,2.0,1,1,0,0,0,0,0,355,2809,130,Normal
73,Seattle,Accountant,58629,762.0,0,0,1,1.6675013396027618,1,20209.90555908113,13440.644158916424,0.0,0,0,0,0,0,0,0,422,985,307,Normal
50,Seattle,Teacher,46027,761.0,0,0,1,1.1617616183415782,0,86441.53208,53289.48930839972,0.0,0,0,0,0,0,0,0,1632,216,120,Normal
71,Seattle,Doctor,65225,636.0,0,1,1,1.7874821879089375,0,33060.871532241945,30352.353060193185,0.0,0,0,0,0,0,0,0,181,2092,309,Normal
18,Miami,Accountant,52040,553.0,0,0,1,1.0709804532782587,0,60595.74353463505,50891.01059995997,2.0,0,1,0,0,0,0,0,1326,637,123,Normal
35,Boston,Other,7445,609.0,0,0,1,0.8835596122893035,0,12027.813180736191,30352.353060193185,0.0,0,0,0,0,0,0,0,197,1665,61,Normal
49,Los Angeles,Teacher,16417,666.0,0,0,1,1.0277734241849257,0,56303.01251,44515.88229004145,0.0,0,0,0,0,1,0,0,831,447,140,Normal
64,Chicago,Consultant,16325,775.0,0,0,1,1.084366218829784,1,55040.758023409086,42588.73120337334,0.0,0,0,0,0,0,1,0,976,3117,276,Normal
66,Miami,Teacher,26928,652.0,0,0,1,0.9460271085612304,0,65429.577310519766,54621.782709817926,0.0,0,0,0,0,0,0,1,1110,1713,203,Normal
28,Atlanta,Other,7276,618.0,0,0,1,1.6399992334270037,1,71708.48483539544,58067.49256117928,0.0,0,0,0,0,0,0,1,1309,451,129,Normal
38,Miami,Accountant,34466,533.0,94,0,5,2.7894824815504955,1,2447.82989,30352.353060193185,4.0,2,2,0,1,0,0,0,804,325,400,High
43,Dallas,Consultant,13081,595.0,0,0,1,1.1925996710745157,0,27712.537637143032,21457.29853454205,1.0,1,4,0,0,0,1,0,864,2082,168,Normal
42,Dallas,Accountant,55227,475.0,0,1,1,1.1858154626329345,1,29584.572380660367,25190.47827067391,4.0,1,3,0,1,1,0,0,501,3224,277,Normal
39,Boston,Artist,8531,631.0,18,0,1,1.315790450532654,0,62109.3289496752,60173.07588561536,0.0,0,0,0,0,1,0,0,1574,1397,348,Normal
44,San Francisco,Doctor,86669,778.0,0,1,1,1.0048933349281923,0,34587.16435851694,27692.670582219675,0.0,0,0,0,0,0,0,0,1522,2324,365,Normal
30,Seattle,Other,4740,496.0,0,0,1,2.209658489741175,0,18664.094199850777,16944.23234,3.0,2,3,1,1,1,0,0,469,2285,62,Normal
50,New York,Other,9452,679.0,0,0,1,1.822205293446263,0,32469.262093903868,23227.83080842429,0.0,0,0,1,0,1,0,0,1812,2816,227,Normal
51,Atlanta,Other,6259,619.0,0,1,1,1.702007951982527,0,37538.98302140456,35624.86763756723,0.0,0,0,0,0,1,0,0,1619,1072,297,Normal
18,Miami,Teacher,24513,591.0,108,1,4,1.069296659220582,1,3536.7730657457887,1236.065513195576,4.0,2,1,0,1,1,0,0,1451,411,252,High
72,Houston,Banker,6188,517.0,0,0,1,1.3932017424309378,1,75476.17810273232,63291.19332243382,1.0,0,2,0,0,0,0,0,901,2667,252,Normal
23,Seattle,Accountant,19839,614.0,0,0,1,1.7411041428912617,0,63917.85361116903,48734.21089,0.0,0,0,0,0,1,0,0,1532,1219,262,Normal
45,Seattle,Teacher,32887,531.0,100,0,10,1.6588127564151685,1,11817.13861223475,3966.413538861791,4.0,1,1,0,0,1,0,0,1141,540,103,High
34,New York,Banker,9993,563.0,108,1,10,2.825947430403997,1,49809.525888838885,20995.252494915632,4.0,1,3,1,1,1,0,1,1561,892,353,High
22,Miami,Other,2306,467.0,0,0,1,2.016659517492723,0,74568.63440230067,30352.353060193185,4.0,1,4,0,0,0,1,0,75,2748,128,Normal
22,New York,Teacher,51872,790.0,0,0,1,1.2186146160512583,0,42294.000215930326,37900.4221,0.0,0,0,0,0,0,0,0,558,1428,210,Normal
55,Chicago,Doctor,81775,674.0,0,0,1,1.3182176091214135,0,61883.71808,33439.78481403769,0.0,0,0,0,0,0,0,0,356,1775,191,Normal
20,Boston,Software Developer,63942,493.0,100,1,1,1.3300720514856403,1,19138.596318080225,4550.922224179522,3.0,2,4,0,0,1,1,0,687,2440,143,High
70,Dallas,Engineer,9123,618.0,0,0,1,0.9139662294240596,0,62630.60318007945,48786.57062028379,0.0,0,0,0,0,1,0,0,1197,3600,311,Normal
40,Boston,Doctor,2732,588.0,0,0,1,1.4073469558778418,0,18373.11092910121,15032.39423522157,1.0,1,1,0,0,0,0,0,714,1940,121,Normal
54,Boston,Banker,4902,710.0,0,0,1,1.265994872409966,0,27404.14620364656,20129.539897581504,0.0,0,0,0,0,0,0,0,1595,725,308,Normal
70,Chicago,Banker,8439,685.0,0,0,1,0.8791229106469612,0,56968.73466519634,52750.03228899595,0.0,0,0,0,0,0,0,0,391,1857,342,Normal
54,Seattle,Accountant,19730,503.0,110,1,3,1.1241998270268403,1,25274.013102964607,10216.75912496726,3.0,1,2,1,0,1,0,0,46,1978,192,High
27,San Francisco,Other,2329,719.0,8,1,1,1.7622874430636868,0,36574.08628,29833.444673460697,0.0,0,3,0,0,0,0,1,313,1584,361,Normal
27,Boston,Doctor,45616,750.0,0,0,1,1.0805384636249356,0,19034.26567,12813.116172328351,0.0,0,0,0,0,0,0,0,1314,3304,95,Normal
38,San Francisco,Doctor,70160,733.0,0,0,1,1.6726219077244235,0,24496.26075134895,22341.14701493731,0.0,0,3,0,0,1,0,1,1327,2767,319,Normal
31,Atlanta,Teacher,24250,610.0,0,0,1,1.2314803138815609,0,54425.11211153841,30639.73010392905,0.0,0,0,0,0,1,0,0,157,1273,179,Normal
26,San Francisco,Other,5994,492.0,93,1,6,1.9945649263414107,1,22589.40107935101,9204.804816216369,4.0,2,3,1,1,1,0,0,1459,3601,134,High
63,San Francisco,Accountant,36493,441.0,113,1,4,2.2474673703039936,1,33107.993480566605,13288.29873655019,3.0,1,3,1,0,1,0,1,761,3023,71,High
68,Chicago,Teacher,51499,650.0,0,0,1,1.3399983603684185,0,79091.80757,52134.096080826086,0.0,0,0,0,0,0,1,0,1017,1699,290,Normal
62,San Francisco,Banker,4809,809.0,0,0,1,0.9396602789514564,0,85834.18985765128,75384.98407830678,0.0,0,0,1,0,1,0,0,1549,3628,342,Normal
21,Boston,Teacher,47611,685.0,0,0,1,1.1589806450390543,0,25313.262707965623,15793.033494974916,0.0,0,0,1,0,1,1,0,666,2865,323,Normal
18,Miami,Banker,7411,628.0,0,0,1,1.050731219,0,88541.71088692319,62664.21804440882,0.0,0,0,0,0,0,0,0,349,2875,328,Normal
66,Atlanta,Software Developer,71298,343.0,97,1,1,2.966883806166905,1,7351.185580497298,3303.1109244585336,4.0,1,4,1,1,1,0,0,433,262,258,High
45,Los Angeles,Retail Worker,19915,809.0,0,0,1,1.165750276621379,0,10736.005903791904,7636.086392481603,0.0,0,0,0,0,0,0,0,1303,1848,254,Normal
48,San Francisco,Teacher,55638,783.0,0,0,1,1.2961853703508923,0,50656.73037520359,37169.23052811345,0.0,0,0,0,0,0,0,0,1765,3290,336,Normal
43,Houston,Artist,10039,785.0,0,0,1,1.1826248654200335,0,24609.53898269745,24872.71867760583,0.0,0,0,0,0,1,0,0,669,123,369,Normal
51,Atlanta,Teacher,37562,756.0,0,0,1,0.9762180293413244,0,18463.50609158604,16238.2503446287,0.0,0,0,0,0,0,0,0,388,1281,222,Normal
71,Dallas,Retail Worker,16935,679.0,0,0,1,1.001968664,0,63645.36022220743,51406.69840797842,0.0,0,0,0,0,0,0,0,1340,2607,405,Normal
71,New York,Other,8457,834.0,0,0,1,0.95718815,0,67064.62406706263,57837.81276877468,0.0,0,0,0,0,0,0,0,1655,3639,67,Normal
20,Dallas,Other,27059,750.0,0,0,2,1.8781018240985712,0,72624.40907566022,49631.59123196312,0.0,0,0,0,0,1,0,0,1661,3585,265,Normal
67,Boston,Other,7609,671.0,0,0,1,1.6862071100186122,0,59871.411924549466,33736.14730297943,0.0,0,0,1,0,0,0,0,739,235,47,Normal
29,Atlanta,Doctor,99208,565.0,0,1,1,0.9755070623256678,0,66700.45489477282,55856.70264,1.0,0,2,0,0,0,0,0,1522,1036,250,Normal
18,Miami,Consultant,13663,526.0,103,1,1,1.5068848378018318,1,11171.75976210798,2584.6796949167965,3.0,2,1,1,1,0,0,0,1397,3177,191,High
71,Houston,Banker,3937,752.0,0,0,1,0.8428433949758863,0,48735.06292679025,44975.30222056123,0.0,0,0,0,0,0,0,0,340,1532,260,Normal
61,Dallas,Other,4865,747.0,0,0,1,1.450132894918576,0,37731.31609346725,30851.093137645257,0.0,0,0,0,0,0,0,0,289,329,88,Normal
22,San Francisco,Banker,5938,462.0,0,0,1,0.9885721586315288,0,68943.62784,59332.87358196151,3.0,2,4,0,0,1,0,1,1025,2675,313,Normal
47,Miami,Banker,7792,585.0,0,0,1,0.9962726214704158,0,84236.00127633743,30352.353060193185,1.0,1,4,0,0,0,1,0,993,3018,191,Normal
47,Boston,Doctor,83079,745.0,0,0,1,1.6928420375855289,0,52355.89435370266,39288.354186035904,0.0,0,0,0,0,1,0,0,1260,1468,358,Normal
74,Boston,Teacher,32766,690.0,31,0,1,1.7426750923270409,0,69263.63159602931,51324.959377683736,2.0,0,0,0,1,0,1,0,1097,3466,155,Normal
34,Boston,Other,4439,363.0,111,1,4,1.6295359488356058,0,12576.772616351074,5250.442467786452,4.0,2,4,0,0,0,0,1,1569,473,265,High
65,Atlanta,Accountant,49388,650.0,0,0,1,1.0792932292944553,1,59737.14421,38852.11576880129,0.0,0,0,0,0,0,0,0,760,170,241,Normal
64,Miami,Accountant,17155,484.0,91,1,1,1.853720117718938,1,38806.61351,9685.806842093134,4.0,2,4,1,0,0,0,0,771,951,218,High
